seq,size,send_ts_ns,recv_ts_ns,rtt_ms
165,1000,1785811830550068719,1785811830595072070,45.000881
166,1000,1785811830650058949,1785811830715142587,65.081313
167,1000,1785811830750055619,1785811830785168598,35.110530
168,1000,1785811830850071833,1785811830885197194,35.123067
169,1000,1785811830950068012,1785811831001141261,51.070848
170,1000,1785811831050053453,1785811831085277177,35.221329
171,1000,1785811831150069605,1785811831185327697,35.255591
172,1000,1785811831250071409,1785811831294858218,44.784337
173,1000,1785811831350061049,1785811831384899180,34.835667
174,1000,1785811831450070134,1785811831484954566,34.881975
175,1000,1785811831550071143,1785811831604995615,54.922061
176,1000,1785811831650059001,1785811831685024418,34.963024
177,1000,1785811831750069598,1785811831780059924,29.987909
178,1000,1785811831850085538,1785811831905117424,55.029470
179,1000,1785811831950056115,1785811831985153718,35.095234
180,1000,1785811832050075472,1785811832085197104,35.119383
181,1000,1785811832150071931,1785811832185245352,35.171121
182,1000,1785811832250069695,1785811832285279859,35.207691
183,1000,1785811832350070789,1785811832385308402,35.235218
184,1000,1785811832450071805,1785811832494857214,44.782844
185,1000,1785811832550060525,1785811832584925184,34.862263
186,1000,1785811832650069731,1785811832684946111,34.873898
187,1000,1785811832750067894,1785811832794992854,44.922456
188,1000,1785811832850059316,1785811832885030175,34.968556
189,1000,1785811832950069388,1785811832995094209,45.022386
190,1000,1785811833050065281,1785811833085079550,35.011867
191,1000,1785811833150069296,1785811833195161994,45.090196
192,1000,1785811833250060068,1785811833301143214,51.080779
193,1000,1785811833350056394,1785811833385237007,35.178118
194,1000,1785811833450070033,1785811833485254237,35.181781
195,1000,1785811833550070154,1785811833584800552,34.727964
196,1000,1785811833650071381,1785811833704859180,54.785298
197,1000,1785811833750055577,1785811833794883570,44.825556
198,1000,1785811833850041646,1785811833884920831,34.872987
199,1000,1785811833950073916,1785811833985003742,34.926894
